iter	Passed	Remaining
875	2158	305
876	2159	302
877	2160	300
878	2161	297
879	2163	294
880	2164	292
881	2166	289
882	2167	287
883	2168	284
884	2170	281
885	2171	279
886	2173	276
887	2174	274
888	2175	271
889	2176	269
890	2178	266
891	2179	263
892	2181	261
893	2182	258
894	2183	256
895	2185	253
896	2186	251
897	2187	248
898	2189	245
899	2190	243
900	2191	240
901	2193	238
902	2194	235
903	2195	233
904	2197	230
905	2198	228
906	2199	225
907	2201	223
908	2203	220
909	2204	218
910	2205	215
911	2207	212
912	2208	210
913	2209	207
914	2210	205
915	2213	202
916	2214	200
917	2215	197
918	2216	195
919	2217	192
920	2219	190
921	2220	187
922	2221	185
923	2223	182
924	2224	180
925	2226	177
926	2227	175
927	2228	172
928	2229	170
929	2230	167
930	2231	165
931	2232	162
932	2234	160
933	2235	157
934	2236	155
935	2238	153
936	2239	150
937	2240	148
938	2241	145
939	2242	143
940	2243	140
941	2245	138
942	2246	135
943	2248	133
944	2250	130
945	2251	128
946	2252	126
947	2253	123
948	2254	121
949	2255	118
950	2257	116
951	2258	113
952	2260	111
953	2261	109
954	2263	106
955	2263	104
956	2264	101
957	2265	99
958	2266	96
959	2268	94
960	2269	92
961	2270	89
962	2273	87
963	2274	84
964	2275	82
965	2276	80
966	2277	77
967	2278	75
968	2280	72
969	2281	70
970	2283	68
971	2284	65
972	2285	63
973	2287	61
974	2288	58
975	2289	56
976	2290	53
977	2291	51
978	2292	49
979	2294	46
980	2295	44
981	2296	42
982	2298	39
983	2299	37
984	2300	35
985	2301	32
986	2302	30
987	2304	27
988	2305	25
989	2306	23
990	2308	20
991	2309	18
992	2310	16
993	2311	13
994	2312	11
995	2313	9
996	2315	6
997	2316	4
998	2318	2
999	2319	0
